InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Location,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply
INT0072,Risk Analytics Intern,Tasks are structured and explained; no prior internship experience required. Learn important skills and build a small project while working with the team. Field visits or remote tasks may be included depending on the project.,Banking & Financial Services,Risk,"Excel, Financial Modelling, SQL, Power BI",Diploma,Bengaluru,Offline,5 Months,English,15000/month,"Power BI, Tableau, MATLAB","Field Work, Paid Internship",Advanced,13-02-26
INT0073,Risk Analytics Intern,Entry-level friendly role with practical exposure and regular feedback. Tasks are structured and explained; no prior internship experience required. You will get support from a mentor and clear daily tasks to follow.,Banking & Financial Services,Risk,"Excel, Financial Modelling, SQL, Power BI",PG,Raipur,Offline,4 Months,English,3000/month,"Trello, JIRA, Docker","Skill Development, Paid Internship",Intermediate,20-12-25
INT0074,Risk Analytics Intern,"Work on small projects and learn practical tools used in the banking & financial services sector. Good for first-time interns, this role focuses on simple, guided tasks. You will get support from a mentor and clear daily tasks to follow.",Banking & Financial Services,FinTech,"Excel, Financial Modelling, SQL, Power BI",12th Pass,"Dantewada, Chhattisgarh",Online,4 Months,"English, Hindi",0/month,"MATLAB, Postman, JIRA","Rural Outreach, Government Scheme Aligned",Beginner,21-02-26
INT0075,Credit Analysis Intern,Work on small projects and learn practical tools used in the banking & financial services sector. Field visits or remote tasks may be included depending on the project. You will get support from a mentor and clear daily tasks to follow.,Banking & Financial Services,FinTech,"Accounting, Financial Statement Analysis, Excel, Communication",PG,Ranchi,Online,5 Months,"English, Hindi",10000/month,"Slack, VS Code, AutoCAD","Women Preferred, Beginner Friendly",Intermediate,29-12-25
INT0076,Risk Analytics Intern,Entry-level friendly role with practical exposure and regular feedback. This Risk Analytics Intern at Kotak Mahindra Bank provides hands-on learning and mentorship. Work on small projects and learn practical tools used in the banking & financial services sector.,Banking & Financial Services,Retail Banking,"Excel, Financial Modelling, SQL, Power BI",PG,"Palghar, Maharashtra",Hybrid,5 Months,"English, Marathi",15000/month,"AutoCAD, Tableau, Git","Government Scheme Aligned, Remote Friendly",Beginner,19-12-25
INT0077,FinTech Product Intern,Work on small projects and learn practical tools used in the banking & financial services sector. This FinTech Product Intern at Kotak Mahindra Bank provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.,Banking & Financial Services,Retail Banking,"Product Research, SQL, Wireframing, JIRA",12th Pass,Chandigarh,Online,6 Months,English,10000/month,"Slack, Trello, Figma","Women Preferred, Rural Outreach",Beginner,19-12-25
INT0078,FinTech Product Intern,Learn important skills and build a small project while working with the team. This FinTech Product Intern at HDFC Bank provides hands-on learning and mentorship. Work on small projects and learn practical tools used in the banking & financial services sector.,Banking & Financial Services,Risk,"Product Research, SQL, Wireframing, JIRA",UG,Hyderabad,Offline,5 Months,"English, Hindi",8000/month,"Trello, Zoom, Slack","Beginner Friendly, Rural Outreach",Beginner,12-12-25
INT0079,FinTech Product Intern,"Good for first-time interns, this role focuses on simple, guided tasks. Learn important skills and build a small project while working with the team. Field visits or remote tasks may be included depending on the project.",Banking & Financial Services,FinTech,"Product Research, SQL, Wireframing, JIRA",12th Pass,Kolkata,Online,3 Months,English,5000/month,"JIRA, Jupyter, Git","Women Preferred, Field Work",Beginner,03-11-25
INT0080,Credit Analysis Intern,"Learn important skills and build a small project while working with the team. This Credit Analysis Intern at HDFC Bank provides hands-on learning and mentorship. Good for first-time interns, this role focuses on simple, guided tasks.",Banking & Financial Services,Retail Banking,"Accounting, Financial Statement Analysis, Excel, Communication",Diploma,Chandigarh,Online,4 Months,"English, Hindi",0/month,"Postman, JIRA, Power BI","Skill Development, Government Scheme Aligned",Beginner,13-03-26
INT0081,Embedded Systems Intern,"Good for first-time interns, this role focuses on simple, guided tasks. You will get support from a mentor and clear daily tasks to follow. Work on small projects and learn practical tools used in the automotive sector.",Automotive,Vehicle Dynamics,"C/C++, Microcontrollers, PCB Basics, Git",PG,Ranchi,Online,4 Months,"English, Hindi",0/month,"Slack, Trello, Power BI","Skill Development, Government Scheme Aligned",Beginner,19-12-25
INT0082,Quality Assurance Intern,Work on small projects and learn practical tools used in the automotive sector. Tasks are structured and explained; no prior internship experience required.,Automotive,Quality Assurance,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",UG,Chennai,Offline,6 Months,"English, Hindi",15000/month,"Postman, VS Code, Slack","Beginner Friendly, Women Preferred",Beginner,14-11-25
INT0083,Embedded Systems Intern,Tasks are structured and explained; no prior internship experience required. This Embedded Systems Intern at Mahindra & Mahindra provides hands-on learning and mentorship.,Automotive,Embedded Systems,"C/C++, Microcontrollers, PCB Basics, Git",UG,"Barmer, Rajasthan",Offline,6 Months,"English, Hindi",10000/month,"AutoCAD, Postman, Power BI","Field Work, Skill Development",Advanced,20-12-25
INT0084,Embedded Systems Intern,"Field visits or remote tasks may be included depending on the project. Good for first-time interns, this role focuses on simple, guided tasks.",Automotive,Quality Assurance,"C/C++, Microcontrollers, PCB Basics, Git",UG,Bhopal,Hybrid,1 Month,"English, Hindi",5000/month,"Docker, Postman, Git","Remote Friendly, Rural Outreach",Intermediate,20-10-25
INT0085,Quality Assurance Intern,You will get support from a mentor and clear daily tasks to follow. This Quality Assurance Intern at Maruti Suzuki provides hands-on learning and mentorship.,Automotive,Vehicle Dynamics,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",UG,"Ukhrul, Manipur",Hybrid,2 Months,"English, Manipuri",5000/month,"Power BI, Docker, Tableau","Rural Outreach, Remote Friendly",Beginner,27-12-25
INT0086,Quality Assurance Intern,Entry-level friendly role with practical exposure and regular feedback. This Quality Assurance Intern at Mahindra & Mahindra provides hands-on learning and mentorship.,Automotive,Quality Assurance,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",PG,Guwahati,Offline,3 Months,English,5000/month,"Trello, Postman, JIRA","Remote Friendly, Skill Development",Intermediate,25-12-25
INT0087,Quality Assurance Intern,Work on small projects and learn practical tools used in the automotive sector. You will get support from a mentor and clear daily tasks to follow.,Automotive,Quality Assurance,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",Diploma,Chandigarh,Offline,1 Month,English,10000/month,"AutoCAD, VS Code, JIRA","Government Scheme Aligned, Field Work",Intermediate,09-01-26
INT0088,Embedded Systems Intern,Tasks are structured and explained; no prior internship experience required. Work on small projects and learn practical tools used in the automotive sector. Field visits or remote tasks may be included depending on the project.,Automotive,Vehicle Dynamics,"C/C++, Microcontrollers, PCB Basics, Git",PG,Raipur,Hybrid,6 Months,English,8000/month,"Tableau, JIRA, Git","Field Work, Rural Outreach",Beginner,24-11-25
INT0089,Vehicle Dynamics Intern,You will get support from a mentor and clear daily tasks to follow. Work on small projects and learn practical tools used in the automotive sector. Field visits or remote tasks may be included depending on the project.,Automotive,Quality Assurance,"MATLAB, Simulink, Data Analysis, CAD",Diploma,"Wayanad, Kerala",Hybrid,5 Months,"English, Malayalam",15000/month,"Tableau, Git, AutoCAD","Field Work, Skill Development",Intermediate,02-03-26
INT0090,Quality Assurance Intern,"Good for first-time interns, this role focuses on simple, guided tasks. You will get support from a mentor and clear daily tasks to follow. Entry-level friendly role with practical exposure and regular feedback.",Automotive,Quality Assurance,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",UG,Delhi,Hybrid,6 Months,"English, Hindi",3000/month,"Docker, Power BI, Zoom","Women Preferred, Beginner Friendly",Beginner,19-12-25
INT0091,Embedded Systems Intern,Entry-level friendly role with practical exposure and regular feedback. Learn important skills and build a small project while working with the team. This Embedded Systems Intern at Mahindra & Mahindra provides hands-on learning and mentorship.,Automotive,Quality Assurance,"C/C++, Microcontrollers, PCB Basics, Git",UG,"Gadchiroli, Maharashtra",Hybrid,5 Months,"English, Marathi",8000/month,"VS Code, Slack, Power BI","Rural Outreach, Skill Development",Beginner,14-03-26
INT0092,Quality Assurance Intern,Field visits or remote tasks may be included depending on the project. This Quality Assurance Intern at Maruti Suzuki provides hands-on learning and mentorship.,Automotive,Embedded Systems,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",Diploma,"Barmer, Rajasthan",Offline,4 Months,"English, Hindi",10000/month,"VS Code, Trello, Jupyter","Paid Internship, Skill Development",Beginner,29-12-25
INT0093,Quality Assurance Intern,Tasks are structured and explained; no prior internship experience required. Entry-level friendly role with practical exposure and regular feedback. Work on small projects and learn practical tools used in the automotive sector.,Automotive,Quality Assurance,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",Diploma,"Sivaganga, Tamil Nadu",Offline,2 Months,"English, Tamil",0/month,"JIRA, Jupyter, MATLAB","Field Work, Skill Development",Beginner,10-10-25
INT0094,Embedded Systems Intern,Work on small projects and learn practical tools used in the automotive sector. This Embedded Systems Intern at Mahindra & Mahindra provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.,Automotive,Embedded Systems,"C/C++, Microcontrollers, PCB Basics, Git",UG,"Kalahandi, Odisha",Online,3 Months,"English, Odia",3000/month,"Postman, VS Code, Tableau","Skill Development, Remote Friendly",Intermediate,30-11-25
INT0095,Quality Assurance Intern,Entry-level friendly role with practical exposure and regular feedback. Work on small projects and learn practical tools used in the automotive sector.,Automotive,Quality Assurance,"Inspection Protocols, Excel, Six Sigma Basics, Reporting",12th Pass,"Dantewada, Chhattisgarh",Offline,5 Months,"English, Hindi",10000/month,"Git, AutoCAD, Tableau","Paid Internship, Field Work",Beginner,18-01-26
INT0096,Embedded Systems Intern,Entry-level friendly role with practical exposure and regular feedback. You will get support from a mentor and clear daily tasks to follow. Tasks are structured and explained; no prior internship experience required.,Automotive,Vehicle Dynamics,"C/C++, Microcontrollers, PCB Basics, Git",UG,Mumbai,Online,5 Months,"English, Hindi",10000/month,"Tableau, Figma, Postman","Remote Friendly, Paid Internship",Intermediate,12-10-25
INT0097,Embedded Systems Intern,You will get support from a mentor and clear daily tasks to follow. Field visits or remote tasks may be included depending on the project. Work on small projects and learn practical tools used in the automotive sector.,Automotive,Vehicle Dynamics,"C/C++, Microcontrollers, PCB Basics, Git",Diploma,Chandigarh,Hybrid,6 Months,English,5000/month,"VS Code, Git, JIRA","Field Work, Skill Development",Intermediate,27-01-26
