InternshipID,Title,Description,Sector,Subsector,RequiredSkills,EducationLevel,Mode,Duration,Language,Stipend,ToolsUsed,Tags,ExperienceLevel,LastDateToApply,City,State
INT0077,fintech product intern,Work on small projects and learn practical tools used in the banking & financial services sector. This FinTech Product Intern at Kotak Mahindra Bank provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.,Banking & Financial Services,Retail Banking,"product research, sql, wireframing, jira",12Th Pass,Online,6 Months,English,10000/month,"slack, trello, figma","women preferred, rural outreach",Beginner,19-12-25,Chandigarh,unknown
INT0078,fintech product intern,Learn important skills and build a small project while working with the team. This FinTech Product Intern at HDFC Bank provides hands-on learning and mentorship. Work on small projects and learn practical tools used in the banking & financial services sector.,Banking & Financial Services,Risk,"product research, sql, wireframing, jira",Ug,Offline,5 Months,"English, Hindi",8000/month,"trello, zoom, slack","beginner friendly, rural outreach",Beginner,12-12-25,Hyderabad,unknown
INT0079,fintech product intern,"Good for first-time interns, this role focuses on simple, guided tasks. Learn important skills and build a small project while working with the team. Field visits or remote tasks may be included depending on the project.",Banking & Financial Services,FinTech,"product research, sql, wireframing, jira",12Th Pass,Online,3 Months,English,5000/month,"jira, jupyter, git","women preferred, field work",Beginner,03-11-25,Kolkata,unknown
INT0080,credit analysis intern,"Learn important skills and build a small project while working with the team. This Credit Analysis Intern at HDFC Bank provides hands-on learning and mentorship. Good for first-time interns, this role focuses on simple, guided tasks.",Banking & Financial Services,Retail Banking,"accounting, financial statement analysis, excel, communication",Diploma,Online,4 Months,"English, Hindi",0/month,"postman, jira, power bi","skill development, government scheme aligned",Beginner,13-03-26,Chandigarh,unknown
INT0081,embedded systems intern,"Good for first-time interns, this role focuses on simple, guided tasks. You will get support from a mentor and clear daily tasks to follow. Work on small projects and learn practical tools used in the automotive sector.",Automotive,Vehicle Dynamics,"c/c++, microcontrollers, pcb basics, git",Pg,Online,4 Months,"English, Hindi",0/month,"slack, trello, power bi","skill development, government scheme aligned",Beginner,19-12-25,Ranchi,unknown
INT0082,quality assurance intern,Work on small projects and learn practical tools used in the automotive sector. Tasks are structured and explained; no prior internship experience required.,Automotive,Quality Assurance,"inspection protocols, excel, six sigma basics, reporting",Ug,Offline,6 Months,"English, Hindi",15000/month,"postman, vs code, slack","beginner friendly, women preferred",Beginner,14-11-25,Chennai,unknown
INT0083,embedded systems intern,Tasks are structured and explained; no prior internship experience required. This Embedded Systems Intern at Mahindra & Mahindra provides hands-on learning and mentorship.,Automotive,Embedded Systems,"c/c++, microcontrollers, pcb basics, git",Ug,Offline,6 Months,"English, Hindi",10000/month,"autocad, postman, power bi","field work, skill development",Advanced,20-12-25,Barmer,Rajasthan
INT0084,embedded systems intern,"Field visits or remote tasks may be included depending on the project. Good for first-time interns, this role focuses on simple, guided tasks.",Automotive,Quality Assurance,"c/c++, microcontrollers, pcb basics, git",Ug,Hybrid,1 Month,"English, Hindi",5000/month,"docker, postman, git","remote friendly, rural outreach",Intermediate,20-10-25,Bhopal,unknown
INT0085,quality assurance intern,You will get support from a mentor and clear daily tasks to follow. This Quality Assurance Intern at Maruti Suzuki provides hands-on learning and mentorship.,Automotive,Vehicle Dynamics,"inspection protocols, excel, six sigma basics, reporting",Ug,Hybrid,2 Months,"English, Manipuri",5000/month,"power bi, docker, tableau","rural outreach, remote friendly",Beginner,27-12-25,Ukhrul,Manipur
INT0086,quality assurance intern,Entry-level friendly role with practical exposure and regular feedback. This Quality Assurance Intern at Mahindra & Mahindra provides hands-on learning and mentorship.,Automotive,Quality Assurance,"inspection protocols, excel, six sigma basics, reporting",Pg,Offline,3 Months,English,5000/month,"trello, postman, jira","remote friendly, skill development",Intermediate,25-12-25,Guwahati,unknown
INT0087,quality assurance intern,Work on small projects and learn practical tools used in the automotive sector. You will get support from a mentor and clear daily tasks to follow.,Automotive,Quality Assurance,"inspection protocols, excel, six sigma basics, reporting",Diploma,Offline,1 Month,English,10000/month,"autocad, vs code, jira","government scheme aligned, field work",Intermediate,09-01-26,Chandigarh,unknown
INT0088,embedded systems intern,Tasks are structured and explained; no prior internship experience required. Work on small projects and learn practical tools used in the automotive sector. Field visits or remote tasks may be included depending on the project.,Automotive,Vehicle Dynamics,"c/c++, microcontrollers, pcb basics, git",Pg,Hybrid,6 Months,English,8000/month,"tableau, jira, git","field work, rural outreach",Beginner,24-11-25,Raipur,unknown
INT0089,vehicle dynamics intern,You will get support from a mentor and clear daily tasks to follow. Work on small projects and learn practical tools used in the automotive sector. Field visits or remote tasks may be included depending on the project.,Automotive,Quality Assurance,"matlab, simulink, data analysis, cad",Diploma,Hybrid,5 Months,"English, Malayalam",15000/month,"tableau, git, autocad","field work, skill development",Intermediate,02-03-26,Wayanad,Kerala
INT0090,quality assurance intern,"Good for first-time interns, this role focuses on simple, guided tasks. You will get support from a mentor and clear daily tasks to follow. Entry-level friendly role with practical exposure and regular feedback.",Automotive,Quality Assurance,"inspection protocols, excel, six sigma basics, reporting",Ug,Hybrid,6 Months,"English, Hindi",3000/month,"docker, power bi, zoom","women preferred, beginner friendly",Beginner,19-12-25,Delhi,unknown
INT0091,embedded systems intern,Entry-level friendly role with practical exposure and regular feedback. Learn important skills and build a small project while working with the team. This Embedded Systems Intern at Mahindra & Mahindra provides hands-on learning and mentorship.,Automotive,Quality Assurance,"c/c++, microcontrollers, pcb basics, git",Ug,Hybrid,5 Months,"English, Marathi",8000/month,"vs code, slack, power bi","rural outreach, skill development",Beginner,14-03-26,Gadchiroli,Maharashtra
INT0092,quality assurance intern,Field visits or remote tasks may be included depending on the project. This Quality Assurance Intern at Maruti Suzuki provides hands-on learning and mentorship.,Automotive,Embedded Systems,"inspection protocols, excel, six sigma basics, reporting",Diploma,Offline,4 Months,"English, Hindi",10000/month,"vs code, trello, jupyter","paid internship, skill development",Beginner,29-12-25,Barmer,Rajasthan
INT0093,quality assurance intern,Tasks are structured and explained; no prior internship experience required. Entry-level friendly role with practical exposure and regular feedback. Work on small projects and learn practical tools used in the automotive sector.,Automotive,Quality Assurance,"inspection protocols, excel, six sigma basics, reporting",Diploma,Offline,2 Months,"English, Tamil",0/month,"jira, jupyter, matlab","field work, skill development",Beginner,10-10-25,Sivaganga,Tamil Nadu
INT0094,embedded systems intern,Work on small projects and learn practical tools used in the automotive sector. This Embedded Systems Intern at Mahindra & Mahindra provides hands-on learning and mentorship. Tasks are structured and explained; no prior internship experience required.,Automotive,Embedded Systems,"c/c++, microcontrollers, pcb basics, git",Ug,Online,3 Months,"English, Odia",3000/month,"postman, vs code, tableau","skill development, remote friendly",Intermediate,30-11-25,Kalahandi,Odisha
INT0095,quality assurance intern,Entry-level friendly role with practical exposure and regular feedback. Work on small projects and learn practical tools used in the automotive sector.,Automotive,Quality Assurance,"inspection protocols, excel, six sigma basics, reporting",12Th Pass,Offline,5 Months,"English, Hindi",10000/month,"git, autocad, tableau","paid internship, field work",Beginner,18-01-26,Dantewada,Chhattisgarh
INT0096,embedded systems intern,Entry-level friendly role with practical exposure and regular feedback. You will get support from a mentor and clear daily tasks to follow. Tasks are structured and explained; no prior internship experience required.,Automotive,Vehicle Dynamics,"c/c++, microcontrollers, pcb basics, git",Ug,Online,5 Months,"English, Hindi",10000/month,"tableau, figma, postman","remote friendly, paid internship",Intermediate,12-10-25,Mumbai,unknown
